Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,release_date,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
4005,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4.0,141,D#,Major,2019-08-04,37.0,17.0,67.0,2.0,,34.0,9.0
4008,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46.0,101,D,Major,2019-01-11,66.0,18.0,68.0,9.0,0.0,12.0,4.0
4021,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276.0,8,1,13,0,0.0,96,F#,Minor,2023-03-31,48.0,50.0,80.0,40.0,0.0,37.0,20.0
4025,Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0.0,123,G,Major,2022-02-02,52.0,44.0,60.0,40.0,0.0,26.0,3.0
4031,this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840.0,16,5,43,0,7.0,129,B,Major,2021-09-03,,33.0,44.0,62.0,0.0,,6.0
4035,The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0.0,145,G#,Major,2022-01-10,41.0,65.0,88.0,0.0,0.0,26.0,5.0
4039,Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277.0,242,142,165,9,310.0,97,E,Major,2022-10-21,64.0,51.0,63.0,12.0,0.0,19.0,5.0
4045,La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358.0,139,111,161,15,210.0,125,G,Minor,2022-05-26,84.0,85.0,68.0,58.0,0.0,22.0,
4054,Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23.0,120,D,Major,2023-01-23,56.0,20.0,43.0,89.0,0.0,12.0,4.0
4057,DESPECHï¿,ROSAL,1,2022,7,28,7613,33,782369383.0,180,90,422,15,55.0,130,G,Major,2022-07-28,92.0,78.0,62.0,18.0,0.0,6.0,10.0
4061,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,5691,8,17.0,71,,Minor,1975-10-31,41.0,23.0,40.0,27.0,0.0,30.0,5.0
4063,golden hour,JVKE,1,2022,7,15,4511,36,751134527.0,70,58,109,18,230.0,94,C#,Minor,2022-07-15,51.0,14.0,59.0,65.0,18.0,25.0,3.0
4066,Carto B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30,1,11.0,108,A,Minor,2023-05-11,84.0,55.0,47.0,26.0,0.0,20.0,64.0
4069,LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8.0,146,D,Minor,2022-12-15,74.0,51.0,45.0,86.0,0.0,21.0,38.0
4072,Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0.0,120,G,Major,2017-03-30,60.0,11.0,33.0,90.0,0.0,8.0,5.0
4074,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28.0,123,B,Minor,2021-10-22,,93.0,86.0,8.0,,14.0,3.0
4076,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240.0,38,0,4,0,0.0,101,D,Major,2022-06-24,66.0,,84.0,25.0,0.0,21.0,4.0
4080,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123.0,41,0,158,2,68.0,156,G,Major,2022-07-14,72.0,92.0,77.0,9.0,0.0,8.0,11.0
4082,Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0.0,118,,Major,2022-01-07,44.0,52.0,94.0,11.0,0.0,4.0,29.0
4083,X LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32,0,0.0,90,G,Major,2022-03-25,81.0,59.0,83.0,9.0,0.0,11.0,5.0
4084,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1.0,174,F,Major,2022-04-21,70.0,57.0,,23.0,0.0,8.0,32.0
4086,Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354.0,4,72,5,0,5.0,120,G,Major,2023-03-24,87.0,51.0,69.0,36.0,0.0,,8.0
4087,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,1370,2,71.0,122,D,Major,2016-09-23,86.0,97.0,80.0,36.0,0.0,9.0,6.0
4092,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,23,21,31,0,0.0,90,G#,Major,2023-05-26,62.0,7.0,62.0,6.0,0.0,58.0,6.0
4094,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,7,29,3,0,0.0,150,A#,Minor,2022-12-08,73.0,71.0,69.0,53.0,0.0,32.0,9.0
4096,AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.0,14,71,23,10,176.0,107,F#,Minor,2023-02-24,92.0,55.0,70.0,18.0,0.0,15.0,7.0
4097,The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830.0,70,82,939,1,162.0,174,D,Major,2015-02-02,60.0,43.0,27.0,94.0,0.0,14.0,
4105,CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23.0,115,G,Major,2022-07-29,78.0,64.0,69.0,4.0,0.0,7.0,14.0
4111,"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun, Bjo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0.0,174,F,Minor,2022-01-14,67.0,74.0,75.0,44.0,0.0,7.0,30.0
4115,Malvada,Z Fe,1,2022,1,28,601,0,154119539.0,28,73,64,0,0.0,135,F,Minor,2022-01-28,89.0,89.0,86.0,16.0,0.0,8.0,5.0
4118,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0.0,87,G,Major,2022-09-09,87.0,52.0,52.0,31.0,0.0,28.0,24.0
4121,For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12,0,0.0,117,D,Major,2022-06-10,63.0,29.0,51.0,43.0,0.0,25.0,
4123,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458.0,6,11,3,0,0.0,81,G#,Major,2022-12-09,47.0,33.0,68.0,24.0,0.0,22.0,
4126,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,2515,1,0.0,171,C#,Major,2002-05-26,,10.0,85.0,7.0,0.0,8.0,20.0
4128,MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289.0,35,109,41,14,211.0,122,F#,Minor,2023-06-29,81.0,74.0,71.0,14.0,0.0,56.0,4.0
4132,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,,65,,Major,2021-07-30,31.0,31.0,24.0,76.0,,14.0,4.0
4137,Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703.0,43,263,45,10,826.0,125,B,Major,2023-07-14,,89.0,83.0,,0.0,8.0,4.0
4139,CORAZN VA,Maria Becerra,1,2023,6,22,370,20,43857627.0,12,16,18,4,93.0,98,C#,Major,2023-06-22,68.0,40.0,79.0,33.0,0.0,30.0,6.0
4140,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,1959,0,30.0,82,F,Major,2014-01-01,68.0,,49.0,56.0,0.0,8.0,4.0
4144,Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989.0,24,101,113,0,40.0,164,G#,Major,2010-01-01,45.0,24.0,62.0,8.0,0.0,16.0,3.0
4145,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2.0,75,B,Minor,2022-08-11,80.0,46.0,62.0,3.0,6.0,11.0,46.0
4146,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916.0,4,5,8,0,0.0,158,G,Major,2022-10-21,48.0,55.0,84.0,43.0,0.0,15.0,12.0
4152,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0.0,160,G#,Major,2013-10-25,51.0,69.0,81.0,0.0,0.0,21.0,5.0
4166,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197.0,15,48,50,0,3.0,98,F#,Minor,2019-06-28,68.0,33.0,43.0,38.0,0.0,36.0,14.0
4170,Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582,0,0.0,156,B,Minor,1998-03-31,32.0,,72.0,0.0,0.0,9.0,4.0
4172,Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219.0,3,8,5,0,0.0,120,D,Major,2022-11-04,64.0,11.0,53.0,1.0,0.0,25.0,27.0
4177,Mu,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0.0,90,A#,Minor,2023-01-12,68.0,83.0,71.0,3.0,,,
4178,Don't Be Shy,"Tisto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21.0,120,B,Minor,2021-08-01,77.0,51.0,79.0,20.0,0.0,26.0,6.0
4179,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142,0,5.0,123,E,Minor,2022-03-18,60.0,46.0,71.0,3.0,0.0,16.0,4.0
4183,After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11,0,12.0,125,,Major,2022-08-22,68.0,80.0,92.0,10.0,0.0,9.0,12.0
4186,GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12,0,0.0,103,G#,Major,2022-07-20,61.0,38.0,62.0,14.0,0.0,23.0,40.0
4191,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10.0,146,B,Minor,2023-06-02,61.0,,48.0,21.0,0.0,12.0,6.0
4200,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.0,38,0,24,0,0.0,150,F,Minor,2022-06-23,70.0,26.0,56.0,14.0,83.0,11.0,5.0
4203,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3.0,135,D,Major,2016-09-27,92.0,73.0,51.0,55.0,0.0,15.0,6.0
4204,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34,1,0.0,110,C#,Major,2022-02-14,80.0,26.0,85.0,23.0,0.0,11.0,21.0
4210,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,3271,1,17.0,104,F,Minor,2000-01-01,95.0,78.0,66.0,3.0,0.0,4.0,6.0
4217,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8.0,108,F#,Minor,2022-11-25,44.0,38.0,77.0,9.0,0.0,9.0,20.0
4219,TUS LGR,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9,0,5.0,174,C#,Major,2022-04-01,68.0,45.0,71.0,18.0,0.0,11.0,25.0
4227,Oi Balde - Ao Vivo,Z Neto & Crist,1,2023,2,14,845,2,145458418.0,12,57,47,1,33.0,108,D,Major,2023-02-14,67.0,55.0,67.0,60.0,0.0,80.0,5.0
4228,Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0.0,122,A#,Major,2021-09-01,,51.0,79.0,5.0,0.0,16.0,5.0
4231,Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,437,115,1212,12,,95,,Major,2019-11-17,55.0,56.0,82.0,12.0,0.0,34.0,5.0
4232,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644.0,16,90,10,0,64.0,110,B,Minor,2023-04-25,76.0,26.0,70.0,1.0,0.0,41.0,6.0
4234,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350.0,23,0,18,0,33.0,78,G#,Major,2023-03-27,71.0,80.0,65.0,51.0,0.0,22.0,32.0
4238,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264.0,315,159,2179,0,44.0,95,G#,Major,2016-05-31,75.0,64.0,52.0,,0.0,,3.0
4239,Sin Seï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13,1,1.0,118,B,Minor,2022-07-22,,75.0,85.0,,1.0,11.0,4.0
4253,CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3.0,96,G#,Minor,2022-12-02,74.0,61.0,83.0,11.0,0.0,35.0,6.0
4254,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3,0,0.0,101,F,Major,2023-06-02,92.0,59.0,51.0,41.0,51.0,,8.0
4258,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19.0,120,A,Major,2023-06-02,82.0,47.0,62.0,10.0,0.0,10.0,15.0
4260,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10.0,77,B,Minor,2021-09-03,72.0,59.0,76.0,24.0,0.0,42.0,
4262,No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.0,17,80,22,9,38.0,173,,Major,2022-04-28,,69.0,53.0,12.0,,23.0,3.0
4264,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073.0,233,82,531,1,1.0,103,F#,Minor,2020-03-27,69.0,,88.0,5.0,0.0,29.0,8.0
4270,Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32,7,11.0,140,G,Major,2022-02-18,59.0,73.0,45.0,44.0,0.0,34.0,3.0
4273,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4.0,88,C#,Minor,2021-09-17,76.0,63.0,77.0,14.0,0.0,15.0,22.0
4275,Daylight,David Kushner,1,2023,4,14,3528,98,387570742.0,80,156,182,24,1281.0,130,D,Minor,2023-04-14,51.0,32.0,43.0,83.0,0.0,9.0,3.0
4279,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0.0,105,G,Major,2022-12-22,82.0,62.0,74.0,10.0,0.0,,7.0
4281,Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954.0,0,0,143,38,0.0,110,B,Minor,2023-05-25,74.0,79.0,66.0,11.0,0.0,8.0,16.0
4286,Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438.0,202,A#,Major,2021-09-01,93.0,62.0,61.0,0.0,0.0,12.0,20.0
4288,S,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0.0,90,F#,Minor,2021-11-18,63.0,75.0,75.0,17.0,0.0,11.0,8.0
4290,Ojitos Lindos,"Bomba Estreo, Bad B",2,2022,5,6,6135,38,1133865788.0,71,113,99,13,28.0,80,D#,Minor,2022-05-06,65.0,27.0,69.0,,0.0,53.0,4.0
4291,Ensame,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0.0,105,G#,Major,2022-05-06,81.0,77.0,79.0,19.0,0.0,47.0,8.0
4296,Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573.0,0,0,14,0,0.0,81,,Major,2013-07-16,77.0,68.0,70.0,6.0,0.0,17.0,20.0
4299,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,9,13,11,0,1.0,178,C#,Minor,2023-05-04,62.0,56.0,,18.0,0.0,12.0,5.0
4301,It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10.0,78,G,Major,2021-12-01,,86.0,52.0,66.0,0.0,9.0,7.0
4303,Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294.0,7,6,0,0,48.0,130,F,Major,2022-12-02,86.0,67.0,65.0,42.0,,35.0,7.0
4304,Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0.0,90,E,Minor,2016-04-20,73.0,31.0,45.0,85.0,24.0,11.0,3.0
4305,Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737.0,107,38,95,0,,154,D,Major,2021-03-19,61.0,41.0,74.0,21.0,0.0,40.0,
4310,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2.0,140,B,Minor,2017-08-25,67.0,50.0,67.0,15.0,0.0,30.0,
4314,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7.0,93,A#,Minor,2022-06-10,65.0,79.0,66.0,31.0,0.0,22.0,7.0
4320,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0.0,170,E,Minor,2021-10-05,64.0,14.0,70.0,9.0,0.0,9.0,8.0
4321,In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,5221,1,35.0,90,F#,Minor,2002-01-01,90.0,79.0,71.0,26.0,0.0,,37.0
4327,The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,7827,1,0.0,146,F,Major,2002-08-05,56.0,21.0,44.0,73.0,0.0,11.0,2.0
4330,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173.0,0,0,885,0,0.0,150,C#,Minor,2018-05-25,65.0,51.0,55.0,73.0,0.0,14.0,3.0
4341,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21.0,98,C#,Major,2023-03-03,70.0,29.0,73.0,12.0,0.0,11.0,26.0
4343,FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20,0,69.0,124,A,Minor,2023-03-31,84.0,64.0,39.0,3.0,0.0,11.0,4.0
4348,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,6591,1,0.0,93,B,Major,1999-01-01,81.0,70.0,65.0,24.0,0.0,8.0,4.0
4349,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,130,1,390,0,0.0,147,D,Major,1971-12-01,33.0,39.0,61.0,32.0,0.0,77.0,3.0
4354,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0.0,105,G#,Major,2021-09-02,76.0,58.0,84.0,10.0,0.0,13.0,10.0
4356,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,,91,G,Minor,2020-07-24,70.0,76.0,72.0,22.0,0.0,27.0,4.0
4369,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124.0,144,E,Minor,2016-11-04,57.0,47.0,84.0,1.0,1.0,52.0,4.0
4372,This Love (Taylors Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2.0,144,E,Major,2022-05-06,47.0,7.0,50.0,32.0,0.0,7.0,4.0
4378,Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,37,3,27,0,50.0,176,F#,Minor,2023-05-05,50.0,44.0,76.0,10.0,0.0,32.0,5.0
4385,505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710.0,30,80,588,1,1.0,140,,Major,2007-04-20,52.0,20.0,85.0,,0.0,7.0,5.0
4387,Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468.0,12,4,0,0,0.0,72,F#,Major,2022-03-03,64.0,76.0,44.0,70.0,9.0,12.0,4.0
4388,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,1302,0,,107,B,Minor,1984-01-01,74.0,88.0,65.0,28.0,0.0,46.0,3.0
4390,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229.0,19,0,7,0,0.0,96,,Major,2022-04-25,61.0,32.0,90.0,25.0,0.0,10.0,9.0
4399,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,13,87,17,0,46.0,78,A,Major,2022-12-08,67.0,22.0,59.0,76.0,1.0,15.0,16.0
4401,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0.0,148,,Major,2023-03-03,53.0,,81.0,5.0,0.0,36.0,4.0
4403,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0.0,95,C#,Major,2022-12-15,77.0,72.0,87.0,,,7.0,5.0
4409,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,1674,0,3.0,134,G#,Major,1999-01-01,93.0,61.0,74.0,9.0,0.0,17.0,8.0
4410,What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998.0,29,76,24,0,162.0,172,C#,Minor,2023-03-17,74.0,76.0,76.0,6.0,0.0,10.0,9.0
4413,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,122,94,1992,0,18.0,136,,Minor,2015-05-27,,63.0,71.0,3.0,0.0,10.0,3.0
4419,Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673.0,300,65,1003,1,0.0,102,C#,Major,1975-01-01,70.0,84.0,90.0,,0.0,41.0,6.0
4420,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0.0,125,G#,Major,2022-04-29,88.0,28.0,,6.0,0.0,13.0,31.0
4422,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,2023-06-02,,56.0,90.0,0.0,0.0,10.0,4.0
4428,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113,12,0.0,137,,Major,2022-06-15,74.0,71.0,89.0,,61.0,15.0,5.0
4431,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0.0,82,D,Major,2021-11-05,63.0,85.0,62.0,,0.0,35.0,4.0
4435,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114.0,91,G#,Major,2014-01-01,57.0,30.0,89.0,10.0,0.0,33.0,8.0
4437,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,2854,6,121.0,96,G,Major,2018-09-27,57.0,30.0,40.0,38.0,0.0,26.0,3.0
4442,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,,90,,Major,2021-03-19,76.0,77.0,52.0,4.0,0.0,8.0,3.0
4443,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12,5,56.0,192,B,Major,2023-04-04,50.0,85.0,52.0,11.0,0.0,28.0,6.0
4446,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7.0,172,B,Minor,2021-11-19,31.0,4.0,86.0,1.0,0.0,28.0,17.0
4453,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.0,67,84,46,16,117.0,110,G,Major,2022-04-22,59.0,22.0,38.0,,0.0,12.0,3.0
4460,Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4.0,105,,Minor,2022-09-08,76.0,49.0,56.0,80.0,,10.0,13.0
4466,Una Noche en Medell,Cris Mj,1,2022,1,21,5415,32,682475162.0,46,16,53,1,2.0,96,A#,Minor,2022-01-21,87.0,82.0,53.0,10.0,0.0,5.0,8.0
4467,Haegeum,Agust D,1,2023,4,21,244,12,118810253.0,6,84,10,2,9.0,85,G,Major,2023-04-21,70.0,83.0,84.0,31.0,0.0,47.0,30.0
4471,Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,121871870.0,4,0,8,0,0.0,166,F#,Major,2022-10-21,42.0,7.0,24.0,83.0,1.0,12.0,6.0
4473,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0.0,77,G,Major,2021-10-27,83.0,56.0,82.0,10.0,,9.0,5.0
4477,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,,120,G#,Major,2019-08-30,58.0,44.0,60.0,44.0,9.0,5.0,6.0
4478,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221.0,109,F,Minor,2020-02-19,66.0,16.0,57.0,10.0,1.0,12.0,3.0
4479,Like Crazy,Jimin,1,2023,3,24,596,68,363369738.0,8,104,23,2,29.0,120,G,Major,2023-03-24,63.0,36.0,73.0,0.0,0.0,36.0,4.0
4482,A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683.0,2,0,7,0,0.0,92,C#,Major,2022-11-03,80.0,81.0,67.0,4.0,0.0,8.0,6.0
4483,Monoton,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19.0,132,,Minor,2022-10-19,87.0,82.0,70.0,42.0,,21.0,5.0
4486,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31,0,0.0,119,C#,Minor,2022-03-30,87.0,28.0,50.0,12.0,0.0,10.0,
4491,Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552.0,13,8,5,0,1.0,90,F,Minor,2016-11-24,,52.0,48.0,38.0,5.0,10.0,11.0
4495,Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0.0,172,G#,Minor,2022-08-05,74.0,46.0,58.0,15.0,0.0,13.0,8.0
4497,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,,140,G#,Major,1958-01-01,70.0,85.0,41.0,71.0,0.0,45.0,5.0
4506,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301,1,33.0,122,C#,Major,2022-02-18,85.0,42.0,,6.0,0.0,17.0,14.0
4507,BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102.0,42,80,58,3,169.0,130,C#,Minor,2023-06-23,77.0,84.0,89.0,17.0,0.0,43.0,5.0
